Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
67221.83263,5.726907174,6.795504431,4.42,31176.28871,1034779.19,"2530 Willis Plains
Michaelville, ID 35987-0000"
72536.00151,7.166465903,6.40694457,4.45,28928.95889,1006544.527,"6994 Elizabeth Spur Suite 235
West Jeffreyside, DE 48010-1597"
51990.27834,5.404985044,6.393980784,2.33,33138.43471,736798.5333,"47510 Blackburn Fields
Lake Davidborough, TN 94944-7693"
68202.65079,7.610875702,6.677087285,3.32,22682.11464,1109006.287,"99274 Sawyer Loop Apt. 575
South Nathaniel, GU 86101-2181"
61926.75946,8.04097637,7.75175405,5.17,27836.13508,1384140.227,"PSC 9115, Box 6211
APO AA 90999-6054"
80622.74484,6.506681953,8.848999368,3.15,52472.76545,2084883.79,"728 Willie Radial
Yorkstad, IN 28387"
63339.37154,5.994342354,6.767455055,4.42,32227.42844,801194.6198,"06826 Bradley Loaf
Brittanyport, SC 61251-5917"
71949.9832,6.756360582,5.877785179,3.06,58323.11476,1412242.755,"5097 David Radial Suite 697
Lake Juliestad, PA 45160"
82189.32251,8.215878942,7.506903351,4.14,43322.31005,1890789.177,"1281 Peterson Springs
West Brookefort, DE 52618"
83885.93125,6.171041363,7.438630683,5.24,34953.77042,1841904.243,"3847 David Circles
Lake Kristichester, MH 60325-0465"
83682.78643,6.518227544,7.131393662,6.31,26985.55681,1467075.169,"7588 Anthony Parkway Suite 702
Moranville, AS 64015-9416"
53741.22538,6.256682845,6.708809212,3.37,24834.40652,661043.3565,"476 Jacqueline Fields
West John, GA 54419"
67973.58957,6.324616825,6.282827422,3.21,28894.95052,978035.3448,"1027 Blair Viaduct Apt. 415
Port Tamihaven, KY 49759-0002"
52787.27223,6.642642608,8.424079331,4.01,33626.74697,1250882.292,"USS Robinson
FPO AE 47460-2918"
70384.72676,6.659817616,5.87583185,3.33,43313.16512,1409238.798,"1098 Patterson Passage Apt. 935
East Jessicaburgh, IN 87581"
69802.30487,5.691875769,6.415893843,3.42,36821.63393,1162746.621,"9874 Scott Unions Suite 367
Nguyenborough, PR 29909-1595"
62952.5976,5.988182945,7.043611453,6.44,23349.82461,878862.7457,"1293 Jones Lane Apt. 214
Nelsonville, RI 33413-0734"
60980.38045,5.796196008,7.091345492,3.29,49209.33938,1338424.788,"USNV Shepherd
FPO AE 34548"
57204.85149,6.313402016,7.404870424,5.13,45058.389,1094347.968,"17568 Pena Port Apt. 211
West Joseph, PW 61547"
70948.25142,6.504518917,6.900568875,4.07,27111.98663,1195897.741,"5821 Kelly Ferry
Deborahtown, PA 82936-6211"
66567.03932,5.389508182,8.105671724,5.05,40149.76381,1050239.904,"441 Robinson Landing
Richardstad, NE 77920-7065"
65937.46253,5.358416397,7.053927147,5.12,36497.32775,914231.2923,"754 Williams Ports
Kellyhaven, MA 73748-7863"
69155.16975,6.323362399,6.35862933,3.35,20753.90293,864483.7585,"03675 Gallegos Spur Apt. 390
Johnsonfort, MP 70097"
72279.86752,7.153325663,6.539985895,3.1,51690.83014,1599478.986,"0032 Turner Ridge
South Thomas, WA 66562-5367"
69459.25982,7.158351077,6.920409265,4.38,35764.15262,1336356.233,"6376 Jackson Key
Jonesshire, AZ 55526"
97592.99814,6.475981618,7.301723912,5.07,29273.13734,1808341.466,"1388 Logan Ports
North Johnstad, SD 46743"
67624.85136,8.223271927,7.219763304,3.27,35249.2115,1424283.373,"5170 Dakota Meadows
Grossshire, IL 63959-6036"
82322.85988,6.680502101,6.645553737,3.47,40989.01693,1471799.676,"3109 Campbell Highway
Port Paulfurt, WA 67614"
75716.57334,7.513953492,7.103157515,4.15,28389.6076,1347622.483,"9552 Brittany Estates
South Douglasmouth, AZ 87584"
66998.9876,7.717287894,7.61216851,5.1,23617.86919,1163741.658,"17880 Briana Parkways Suite 157
West Blakeview, MI 29268-0734"
80864.37645,7.086190275,6.332676905,2.28,28895.04164,1450624.524,"16110 Ashlee Lock
Solomonchester, OH 75313-3236"
67655.29741,6.741853226,6.014092419,3.12,25992.99089,982298.0366,"USS Maynard
FPO AE 60758-7254"
57752.83404,5.714789824,8.500956441,5.28,34221.83201,868314.4736,"153 Adams Place
Jessicaton, SC 29102"
74016.45438,6.02024012,7.391411758,4.08,27281.95256,1231511.931,"0824 Cox Centers
East Danielstad, LA 78947"
70112.40372,5.159743623,6.449323694,4.34,16691.26686,663128.8401,"427 Brittany Point Apt. 285
Edwardhaven, TX 40439-5255"
68284.71259,5.936591332,6.194613051,3.17,46898.31972,1210496.625,"98894 Michael Landing
Gonzaleztown, TX 16625"
82990.36174,6.564210853,6.88291844,2.06,25132.54884,1409033.071,"503 Edward Bypass Suite 138
Chambersborough, OR 12706-9089"
68688.69688,6.074752193,7.206177863,5.32,57433.31289,1356384.668,"1401 Martin Drive Suite 582
South Dennis, NE 67169"
65429.19244,7.761652479,5.722587426,4.06,28965.91819,1125476.202,"748 Russell Unions
East James, RI 35745"
70927.8963,7.094463984,6.749401542,4.01,22993.66824,1129975.817,"1220 Ann Stravenue
East Lisa, FM 01139-3975"
67158.10605,4.449300241,7.487692924,6.35,36247.14863,1003642.627,"239 William Way
Ericton, IN 58422-1731"
64085.70915,6.447690232,7.460134655,4.28,37892.3377,1306367.811,"0454 Humphrey Forks
North Paulville, NJ 17081"
77772.26884,8.756807519,7.43854426,6.43,33468.33877,1775874.76,"7504 Wilson Lake Suite 052
Hallfort, RI 91245"
66393.14128,7.208538742,6.08764965,3.42,29873.17135,1036685.241,"246 Cameron Meadow Apt. 767
South Maryfurt, PA 02596-5120"
77194.70535,7.15692948,6.573968615,2,49672.23864,1869929.202,"35483 Patrick Trail Suite 303
North Jeremy, GA 11382"
69620.13723,6.703816999,6.80432412,2.49,42028.7324,1381085.729,"PSC 8601, Box 1581
APO AA 41916-7543"
91585.41657,8.222110012,7.595486546,6.21,45619.25627,2252243.34,"05117 Williams Isle
Mariaton, DC 32652-0435"
57196.31316,7.002275009,6.474248437,3,13798.35075,787039.6447,"484 Adrian Circles
Aprilberg, OH 84325-9197"
59889.05475,6.297441008,7.78061454,6.02,28833.35549,957283.6564,"0200 Webb Ports
South Alyssaville, FM 52001-5170"
66931.57079,6.118289458,5.842130449,2.49,43850.67866,1173695.292,"79816 Jones Glen Apt. 117
Richardland, TN 90546-5133"
85589.94722,7.2592362,4.807452587,3.4,43750.30256,1713161.699,"0267 Martinez Divide
South Brianport, PW 60170"
71345.8036,6.078016117,6.511808719,3.04,41902.90839,1325503.454,"6034 Stevens Key
Jessicabury, ID 53712"
69700.52894,7.339004656,7.562436938,3.27,44276.12104,1501497.532,"0229 Andrea Lane Suite 680
Ashleytown, AS 08599-9593"
76920.61059,8.029975679,6.229360043,2.06,33866.01451,1573580.234,"4595 Moody Plains Suite 844
East Christopherhaven, OH 04150-4444"
55708.28271,5.509776216,5.768682534,4,30897.45099,693566.7573,"583 Barker Point
Adamsport, MP 05206-8557"
72288.74866,8.05598705,5.988527098,4.49,37086.88256,1524586.787,"Unit 5864 Box 4435
DPO AA 82418"
61784.14744,7.25260971,5.569340161,3.17,42861.08178,1048818.21,"35191 Perez Lakes Apt. 571
Lawrencefurt, WV 74353"
66539.85873,6.913551731,6.673256383,4.21,38956.87649,1310764.112,"54032 Davis Prairie Suite 029
Walkermouth, TX 13603"
80211.65912,4.620352354,7.40360063,5.05,54267.0749,1537329.57,"3186 Michael Glen
New Cody, FM 50294-1790"
72424.61977,7.380950675,6.708181952,2.19,41219.03078,1244881.363,"360 Cook Road Suite 265
Obrienmouth, OK 05534-6066"
54374.94932,6.121530331,6.871037561,4.41,30863.20701,732733.2363,"146 Christopher Lights Suite 182
New Kathyside, NC 68483"
72537.81709,5.452982121,8.599319668,4.19,25085.86978,1095806.626,"0079 Paige Junction Suite 813
South Grace, MT 18138-9365"
47904.41948,5.597588831,5.379363225,3.4,33461.95541,476006.4445,"1190 Jeffery Key Suite 654
Warrenside, NC 21795-9556"
84813.3176,8.499464805,5.216144084,4.43,40137.08586,1599911.368,"USNV Murphy
FPO AE 22020-0133"
73530.10282,6.011437237,8.460741393,3.37,49752.50107,1675825.721,"9067 Flynn Mills Apt. 904
North Stevenland, WY 91580"
70919.8329,5.756111094,7.438335529,6.03,29165.78359,1175868.999,"9822 Theresa Spur Suite 629
North Vicki, AR 88326"
71445.61306,7.189347255,6.529723046,4.41,31719.34046,1135079.345,"6055 Theresa Knoll
South Garrett, FM 08472"
85246.65559,5.038584892,6.475843395,2.28,63056.75539,1833208.579,"1427 Jennifer Landing
Blairfurt, TX 86287-9948"
83731.51131,6.134619639,7.148236136,3.41,15374.31706,1120349.773,"97242 Kayla Forges
Smithfurt, MA 85494"
68640.28214,6.511065368,5.654256368,2.36,37514.14691,1080735.984,"532 Tanner Forest
North Andrew, UT 94792"
68200.11878,5.689014116,6.965764486,2.04,37226.30715,1168574.666,"8961 Guerra Motorway
Stephensburgh, AR 59803"
72599.12469,9.039292689,7.658973254,5.01,44728.89103,1919693.23,"06874 Scott Causeway
Melissastad, FL 21288-1643"
57010.12281,7.154002021,8.177970777,5.26,48021.89287,1466605.774,"USS Steele
FPO AE 47380-9293"
68627.28572,7.227764483,7.766273201,6.03,26317.32179,1234037.236,"2843 Benjamin Lights
West Stacy, NJ 76379"
65017.83391,8.482578997,7.346028356,6.15,21722.4762,1269486.337,"4896 Sandoval Plaza Suite 098
New Robertchester, KY 58588-4690"
73293.93764,6.542168621,5.548952363,3.33,31186.10331,1176111.788,"736 Juan Fall Suite 950
Christianmouth, MS 32548"
77609.66007,6.412880885,6.429240597,2.23,50370.41648,1371298.425,"388 Hudson Views Suite 672
Dylanshire, GA 06408"
72958.76919,6.323210332,7.193351833,5.34,34131.16671,1246509.14,"8592 Tanner Junctions
Port Patriciastad, OR 41830-1527"
65119.41813,6.865814588,7.630095678,4.15,24185.45838,1020268.855,"18780 Park Locks
West Douglasborough, DE 70878-3747"
57577.43136,8.383462406,7.03104064,3.5,20931.67945,1130415.41,"43116 Taylor Drives Suite 771
North Michael, TX 96312"
58792.13371,5.194734942,8.058463315,6.39,32788.44783,890559.861,"USCGC Harris
FPO AE 57943-1887"
68694.82119,8.517603814,6.990591389,3.12,35861.71023,1417158.537,"463 Green Street Apt. 202
Alicefurt, MP 05063"
73753.53158,6.265130349,6.182842582,3.5,51432.52324,1376492.925,"PSC 8985, Box 4540
APO AP 99342-8231"
88213.98301,6.278441968,5.652140784,3.03,22456.13983,1306207.111,"542 Fleming Lakes Suite 229
Lake Jenniferborough, OK 25958-8585"
82219.51415,6.354387423,7.556496736,5.37,25749.68458,1275208.577,"8664 Barbara Ways Suite 599
East John, TX 89790-2123"
52012.67257,6.529579654,7.50901234,5.11,39042.18917,902520.94,"086 Pham Plains
Michaelhaven, TN 89309-1566"
69874.73887,6.413860387,6.542681826,2,17219.11819,872312.1738,"675 Baldwin Well
Larsenside, PR 93064-3226"
56262.3203,6.447367867,7.753369654,5.03,44952.44532,994517.0453,"206 James Point
Leslieville, NV 63556"
66006.65196,8.173894289,7.337229454,5.21,27854.60516,1289008.217,"Unit 7578 Box 5315
DPO AP 21782"
78773.30427,8.11120794,7.3729051,4,27867.24891,1610006.605,"338 Karen Prairie Apt. 341
Murphymouth, MI 56611"
79432.94722,7.891718842,7.089957773,3.43,42453.70958,1843720.648,"838 Hunter Mountains Apt. 655
Lake Jessicashire, TN 18218"
76857.34091,7.69222806,7.097598214,4.47,44968.65789,1891949.348,"935 Norris Walks
New Joshua, PA 84565-5279"
64365.95935,5.677370904,7.983210474,5.28,34531.67331,1451078.093,"USCGC Johnson
FPO AA 08988"
69701.23703,7.514630107,7.114040067,5.21,36671.92686,1481940.762,"Unit 6352 Box 4009
DPO AE 83854-5561"
65048.10614,5.119161237,8.005585409,3,47770.63899,1144477.879,"18153 Michelle Street Apt. 150
North Julieburgh, CT 81526-8507"
52458.5032,8.117572988,7.226648713,5.21,46147.75451,1279945.51,"55158 David Garden Suite 849
Joshuashire, NH 08358"
60981.83092,6.227117255,8.764793543,6.27,42228.86419,1193021.312,"53197 Rowe Brooks
Anthonybury, DC 36875"
64657.88467,7.387677558,4.869230945,4.41,43857.66369,1167119.109,"11769 Vaughan Lakes Apt. 083
East Daniel, VI 57715"
85954.23375,7.677035051,5.584221042,2.15,25592.36831,1225612.763,"065 Christine Stream
Lake Sarah, NY 49190"
69875.82566,7.232600183,4.43244788,2.31,33470.74573,1131618.913,"21680 Jeffrey Heights Apt. 199
Davismouth, ND 55667-5634"
81186.61379,6.704843448,8.296472748,3.21,41620.38461,1697501.605,"8538 Johnson Lodge
West Sharonberg, NJ 82474-6273"
63311.66051,6.771852841,7.172294917,3.17,42396.61326,1365496.885,"USCGC Anthony
FPO AE 75578-8273"
66316.58112,5.220873299,6.370539309,4.1,19174.7809,622449.6452,"6859 Brown Forges Apt. 352
Schultzstad, VT 26911"
84180.82864,4.826437976,7.107708222,3.46,50608.10423,1551094.815,"8285 Thompson Spring Apt. 597
East Stephanie, NY 77685"
76172.29389,6.825255766,4.985136207,2.27,35242.74388,1299126.83,"USS Jones
FPO AP 83668-4924"
58449.4358,7.036135005,8.542278467,3.13,46062.86914,1290324.649,"4025 Roberson Turnpike Suite 615
Brianburgh, TN 31726-6186"
83890.96499,5.801464166,7.341589191,6.29,25398.73547,1183884.005,"32631 Lucero Trafficway
Joshuaborough, WI 15469-7710"
74574.87776,6.565646675,8.426960904,4.42,33865.51285,1305934.325,"98193 Pierce Crest
Lake Michaelfurt, KY 99821-3879"
56115.0576,7.850827273,7.575850909,6.32,49543.83061,1279117.965,"PSC 6252, Box 5970
APO AE 99235"
59829.73677,4.67252605,6.979466291,3.35,37222.85262,786559.0249,"54194 Richard Mall
Johnfurt, SD 79157"
71396.83545,7.81495532,7.400270375,3.07,35429.14865,1588196.233,"74421 Horton Manor Apt. 121
Lake Edward, SC 75278"
67962.43396,4.74610945,7.790517503,3.01,30638.448,976649.0166,"567 Gomez Hills
Amyville, NM 92900"
75616.05269,6.812215272,7.36243939,3.35,21618.47109,1250866.567,"7844 Juarez Green
Melissaview, KS 67281"
63545.34997,5.988749941,6.941237828,3.03,40651.00027,1046627.052,"17488 French Prairie Suite 496
East Williamburgh, GU 44258-8729"
71287.47618,6.499060821,5.336456813,4.04,28481.30127,1115935.277,"60205 Tammy Corner Apt. 791
West Lisastad, HI 54302-1058"
68192.25786,6.460644428,6.492639033,2.24,35046.79155,1077813.593,"451 Pratt Walk
West Josephchester, OH 68420-3256"
66230.41884,6.090387253,6.735937383,3.38,31301.52713,1047689.266,"88878 Ramirez Street
Fordville, NV 54980"
106958.9245,7.882707974,8.518608175,3.29,37698.43993,2332110.74,"41017 Eric Village
Jonathanport, CO 37205"
59085.00895,7.795920119,6.462523336,3.2,31236.58232,956435.2633,"8136 Lopez Cove Suite 606
Thomasview, MD 87052-0869"
96578.12751,7.561189938,7.354176826,5.15,27843.78112,1892623.546,"3232 Martinez Spurs Suite 594
Paulview, IL 73971-9525"
50643.87304,4.932460566,5.259695412,3.04,32516.84627,283208.1322,"03837 Burton Run Apt. 741
North Casey, HI 32920"
62854.08506,6.557024305,8.70703545,6.46,30467.57294,1176021.375,"249 Wall Stream Suite 514
Lake Cynthiaville, WY 10462"
59406.504,5.312223304,6.77289269,3.43,33493.67269,783818.682,"776 Shawna Port Suite 508
Burkeshire, DE 16725-8223"
81123.8712,8.738729918,7.106488519,6.23,29000.69773,1625703.075,"4131 Jones Neck Apt. 808
Lake Jamesmouth, VI 37688"
87583.12028,7.973522513,6.879693934,2.15,34875.32008,1961846.905,"9951 Kevin Knoll Apt. 557
Piercefort, CT 70599"
72245.47282,6.395755877,5.740486568,2.26,35383.56993,1084556.029,"70172 Harding Burgs
New Elizabeth, GA 31809-6568"
78467.19537,6.406456008,6.031407265,2.3,41327.11197,1428247.074,"99993 Miller Mall
North Shelbyview, CO 19948-1105"
72979.2558,7.100096664,8.216773467,6,39733.85423,1634945.808,"23210 Vaughn Plaza
Patrickview, FM 32471-7299"
63310.77026,5.390151703,5.861576421,4.17,48358.9406,915992.5578,"2061 Edward Circles Suite 191
Lindseyborough, GU 82013"
73225.91223,4.398209718,6.49408094,2.48,50682.49543,1042373.524,"0618 Richardson Mountain Apt. 253
Jasmineport, DC 78574"
61917.90233,4.779217782,8.480848339,5.33,31234.06331,879618.3222,"54038 Warner Mall Suite 306
Sarahmouth, SD 61528"
72618.7075,6.436706494,6.220975939,2.45,47580.23158,1210431.684,"13963 Anderson Fork
Port Dawnside, NV 79521"
69375.70527,6.212233497,8.048969161,6.19,17093.80773,1059262.039,"27634 Bell Mission Apt. 748
Whiteshire, FM 13329-8305"
64041.2933,7.502484392,7.126592432,5,23469.53939,972417.8089,"PSC 9682, Box 5865
APO AA 11465"
60545.22413,6.122487617,7.336633321,5.06,41358.00907,1242979.154,"7099 Shane Trail Apt. 259
Pinedaborough, GU 91864-3525"
71532.9297,6.237425844,5.871745805,3.26,37181.39873,1096846.086,"19371 Laura Mountain
South Sergioshire, PA 45947"
77142.92928,5.62902657,8.032757197,3.45,37333.19982,1392685.285,"69486 Brenda Island Apt. 827
Sarahborough, CT 52727"
54323.70652,3.904943007,7.554406493,5.47,58462.27986,1080464.852,"84075 Jeffrey Tunnel
South Amymouth, KS 13318-7131"
61535.61004,5.847096889,6.178077704,2.35,34632.02957,821413.1935,"4484 Estes Bypass
Bradleystad, FM 70703"
91637.79101,7.472914335,8.222633273,4.31,38042.14521,2237778.026,"9032 Hernandez Passage
Lake Karenstad, NY 24477-7673"
74216.30772,5.754120117,7.957794538,3.22,43929.74417,1518319.641,"067 Lucas Walks Suite 450
East Marcland, VI 00144-8724"
70069.7004,6.2674546,8.190954956,3.14,38109.46556,1503552.206,"171 Wayne Flat Apt. 324
Bartlettside, IL 19674"
68061.75205,6.928796555,5.564721388,2.05,48149.39408,1219154.403,"85915 James River
Leblancfort, TN 61922-6111"
89252.40754,6.271376008,4.7844429,2.13,34733.16282,1276259.018,"01358 Barton Ranch
Lawrenceborough, SD 60884-8281"
74772.79946,7.460465562,6.942989831,2.44,32621.47347,1400496.655,"4120 Jason Path
Lake Rebeccafort, ME 80907-9585"
73485.74627,6.587918408,5.870545006,2.01,25604.78544,1127174.713,"271 Larson Corners Apt. 496
Andreaburgh, TX 00062"
63437.4041,6.039452441,7.528388439,3.16,41890.48396,1251663.851,"502 Willis Village Apt. 935
Port Lawrence, IN 49301"
75166.21323,6.753769546,6.674787231,2.1,40785.23735,1469354.782,"158 Christina Junctions Suite 137
North Justin, HI 69723-6199"
69048.24367,4.932937522,7.387976068,4.3,25235.21543,946556.2637,"93827 Gonzalez Rest Suite 278
Luisville, MH 13877-8429"
67530.97481,7.142020407,7.381224842,4.18,28206.71902,1150658.595,"639 James River Suite 931
West Denise, KY 32288"
61161.86365,7.214763794,8.285496304,3.05,28005.52173,1325819.913,"999 Lewis Fork
South Stephanie, WV 50293-8967"
68498.90487,6.096287163,6.571301756,4.28,31104.32304,1150093.889,"976 Tamara Course Suite 169
South Donna, MP 27394-3313"
66842.82324,6.701276577,7.397905268,3.35,23905.23576,1009142.338,"652 Debra Ramp Suite 784
Port Stefanieside, KY 51547"
85020.96581,7.075884197,7.041855436,5.15,43856.42476,1705276.19,"45434 Craig Shore
West Justin, AK 33316"
60605.8016,6.224369975,8.019014599,4.19,29008.12825,829794.8233,"4788 Kristen Bypass Suite 131
West Michael, SC 22980"
55368.68466,6.862253051,6.709152749,2.31,47081.06248,1046442.634,"7655 Weber Square
New Jaclyn, MT 85582"
63822.50673,5.579639477,6.652975581,4.5,40255.10647,1152269.431,"Unit 6626 Box 7561
DPO AP 16790"
77622.37036,5.648693113,6.842773256,2.4,32871.90146,1091479.56,"3269 Sherri Corner
New Jonathan, MS 39820-0357"
77587.31625,6.274349057,5.892953879,4.32,25748.86712,1039915.341,"60046 Destiny Port Suite 618
North Nataliehaven, WV 64258"
56235.56969,4.357280789,7.705864803,5.27,31168.11082,565732.8175,"79244 Lee View Suite 312
Wendyton, MO 11893-3330"
88428.20012,6.39545484,8.244632763,6.41,39999.33971,1739628.383,"168 Phillips Row
New Emily, CO 16308-7553"
77255.50438,6.154371378,8.489496905,3.27,31033.85907,1442128.732,"3350 Morris Road Suite 424
Maymouth, DC 48494"
74997.77827,4.250477981,5.370162144,2.06,39271.9578,1004124.909,"8850 April Lock Suite 431
North Janet, AR 53662-0663"
87183.00692,5.521471266,6.684680096,2.18,25269.64592,1143621.36,"639 Christopher Squares Suite 686
Reneetown, GA 47710"
78684.2335,5.339356649,6.180845251,2.25,36782.234,1060241.2,"234 Mary Vista
Port Jenniferhaven, AS 50660-3651"
66427.37611,6.984829229,7.006551311,4.09,50944.06038,1548962.888,"3133 Stacey Mountains Suite 240
East Kayla, AK 86549-5044"
73412.51728,5.906518138,7.518827433,6.35,30275.43884,1056984.182,"7004 Monica Locks Apt. 668
Brownmouth, PR 36675"
75217.21676,8.079714507,6.412060235,3.25,23872.9026,1447353.264,"4241 Reed Keys Apt. 890
Snyderburgh, MI 24927"
73467.9179,6.456288335,5.995248573,4.21,38169.5192,1251566.478,"2758 Harris Canyon Apt. 514
Bakerburgh, PA 60893"
59156.45023,5.514842206,7.410521157,3.26,25203.45429,751969.2117,"024 Caleb Parkways
East Matthewborough, LA 94636"
61061.01706,5.385382481,6.508818009,2.38,37466.80723,764955.4982,"5274 Brown Ridge Apt. 421
East Robintown, DE 26378-8119"
74276.55034,6.548042376,6.139857974,4.46,51573.59493,1539958.931,"1157 Jasmine Grove Apt. 934
East Craigside, AZ 99194-1973"
69469.63633,6.383095434,6.251224246,2.32,27183.62794,962747.1639,"39341 Wise Ports
Lake Laura, KY 62351-5064"
49797.69672,7.088469707,7.647020069,3.24,43307.325,1353854.478,"781 Townsend Mountains Suite 207
Joneston, NY 22169-4842"
87418.7535,5.119413913,8.720522984,5.25,42832.44428,1850525.573,"5442 Mcdaniel Hill
South Joe, TN 50468-3763"
86667.83795,6.206614744,6.409772532,3.15,43958.47926,1778411.665,"3034 Sarah Stream
West Patricia, CT 37525"
65090.21611,8.211622594,8.235833085,3.29,22360.22119,1369006.115,"939 Atkinson Vista Suite 208
Kennethton, GU 36352-1328"
47467.2276,7.649389089,6.441014974,2.48,49861.32178,1197975.085,"27317 Lloyd Radial Apt. 985
South Kevinview, NJ 72757-4701"
91612.99824,6.689046182,8.29257598,4.17,40564.7397,1930143.831,"03913 Brian Skyway Suite 719
East Michaelfort, FL 88693-1834"
72123.59791,8.395113506,6.876103638,2.4,34108.36601,1481946.194,"8339 Claudia Port
Brianberg, LA 70084"
68670.11671,6.808844697,8.583188696,4.38,31754.70025,1347578.53,"900 Eileen Prairie Suite 346
South Melissa, WV 86173-2956"
88101.14168,6.02658257,4.947302123,3.13,32798.65258,1358646.746,"20330 Kendra Throughway Apt. 798
South Timothyville, OH 90558-4977"
61776.30641,5.234345042,6.724241154,3.37,37270.69839,931768.0455,"4468 Haley Meadow Suite 401
Amandamouth, LA 51503-8671"
60399.27061,5.472200164,7.019923508,5.24,51452.43323,1205962.995,"6879 Rogers Squares
Port Christine, PR 15758-2368"
46119.61342,5.759214032,8.425840675,3.02,36131.78846,792146.076,"497 Olson Rue
Port Scottbury, MD 24573"
79784.11329,6.326751146,8.32510576,5.27,45493.22353,1618670.884,"363 Meyers Island
Lake Iantown, MP 83262-3375"
66228.33386,5.663164882,6.830251968,3.29,24109.58935,864446.7942,"907 Maria Branch
Jamesport, VT 98208-9060"
57211.70787,6.477619981,6.586596188,3.09,24943.73888,662630.3439,"559 Megan Summit Suite 325
Obrienmouth, OR 18396"
77998.09063,6.801354298,6.819864844,4.37,37288.44201,1485145.661,"2326 Amy Plains Suite 061
Dawnfurt, SD 64522-9268"
62052.82752,6.807941783,5.796622943,3.18,51504.29763,1047226.967,"84212 Christopher Knoll Suite 747
Codymouth, ID 33963-6108"
75119.07484,4.910967145,8.53440979,4,42030.4683,1392793.814,"96599 Santos Causeway Apt. 231
Port Paula, MA 16824"
64608.60749,6.455753051,4.811622635,4.31,48147.70594,943575.1307,"136 Brown Mills Apt. 509
Fletcherfort, IL 45521"
86109.36039,6.735738043,6.368278688,2.14,33190.5602,1793398.718,"59400 Theresa Well Suite 331
South Sandraland, MN 59076"
49716.85715,7.038928479,8.091053212,6.44,41425.04041,881273.1168,"USNV Hall
FPO AP 47103-2429"
87106.83291,8.518730544,7.657627412,5.11,39592.43071,2138713.943,"926 Rose Rapids Suite 479
South Jacob, AL 52129"
79237.70294,7.515537618,6.533764769,2.12,33683.48416,1540869.872,"99061 Justin Mission Suite 452
Johnhaven, OR 27004-7494"
79134.39717,8.511232209,6.559628742,3.5,28993.21789,1707650.436,"2627 Ford Spurs Suite 995
Christopherton, KY 30003-0171"
64264.18407,7.08223025,6.79627685,3.07,41563.3777,1025705.134,"713 Jason Plaza Apt. 927
Coreymouth, MA 50325"
81050.87689,6.830042143,6.913781564,4.46,34301.32384,1541186.254,"6975 Gabrielle Shores
Lake Kelseyland, CO 77085-1324"
67931.13642,7.85432527,7.809918772,6.43,48953.05536,1930344.449,"9380 Kimberly Mission Apt. 786
Buckmouth, PW 12882-2996"
68179.58508,6.133308468,7.746836473,4.44,42841.9123,1481146.95,"9131 Cline Prairie Suite 607
West Trevor, ND 38795-2007"
59086.26789,5.390838852,6.232450675,3.13,44493.70188,1099725.283,"05589 Aaron Prairie
Bakerbury, MP 64630-4394"
65666.67426,7.273561351,7.316483227,3.26,28175.22161,1190867.437,"917 Black Prairie
West Elizabeth, OH 04452"
70341.88915,6.693006155,5.335758659,4.37,21941.89864,1070318.815,"8649 Elizabeth Hill
Port Erin, WY 52957-5435"
75316.11955,5.906729529,8.457362267,4.1,35646.45613,1358213.906,"238 Julie Parks
Christopherton, NH 95146"
55325.57233,7.569238294,7.844325517,6.01,45110.11401,1198725.487,"59647 Matthew Harbors
Sheilashire, OK 81154-7934"
76081.30914,7.142245996,8.225972138,3.27,46085.85697,1774715.484,"PSC 9368, Box 6505
APO AA 78606"
81932.93238,6.86947456,6.464254235,3.5,51118.21242,1538903.993,"0052 Murphy Motorway
New Maria, TN 69580-8439"
73376.38631,6.333851697,6.967134875,4.5,54738.64442,1462360.601,"Unit 1448 Box 4395
DPO AA 25685"
54598.39064,5.473769359,6.426074813,3.1,51664.11364,953261.9162,"64535 Billy Mountain
Moseston, TN 48447-9761"
64363.80454,7.720187201,7.010253183,3.15,47797.13619,1427108.501,"7956 Cassandra Union
Lake Ann, OR 51456"
68009.94845,4.911139304,7.445724233,4.03,28361.49476,769576.8637,"08119 Regina Hollow
Ianport, SC 23292-5020"
51808.683,7.854608335,5.110956386,2.27,18692.64243,668255.4804,"02795 Wendy Point
West Shannon, DE 72326-4625"
61592.59605,5.777532426,7.083483134,4.39,25357.10761,800809.1317,"1728 Erickson Ferry Apt. 348
Johnborough, WY 10598-1489"
64492.17273,7.015918129,7.5514293,6.07,41616.43993,1427202.279,"57349 Paul Wall
Port Kelly, MD 28873-9792"
50275.9066,7.055104488,6.988851757,3.1,31847.06604,783566.3279,"74931 Rogers Wall
Julianfurt, IN 78140"
63511.27773,4.148754352,7.368073057,3.44,54210.29516,949072.2496,"519 Avila Road
Jamesbury, SC 76217-0455"
60984.93514,7.165481224,8.101403538,3.06,50250.27162,1693591.835,"53979 Derek Road
Carrieville, DC 45078-8600"
72718.4532,8.435306035,9.570048159,4.07,26800.25502,1675557.271,"72654 Jason Plaza
South Crystalburgh, MS 24864"
85782.86477,7.324801921,6.363733643,4.35,43297.6173,1943359.768,"995 Carter Haven
North Raymondchester, PA 75389"
62537.1889,5.66517487,6.528068683,2.37,49304.461,1106261.274,"05706 Ochoa Points Suite 263
North Craig, MH 98488-6772"
